Werkinformationen,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Besetzung,Unnamed: 17,Beteiligte,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Vertritt,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
4478229-002,NUERNBERGER KRIPPENLIED,1,Nein,Nein,T8012945608,,,16.10.2002,25.05.2024,,,00:02:20,-,-,,,,DP,39657154,Komponist/-in,,,38.4,0,38.4,0,DP,DP,-,-,-,-,-,-,-
4478229-002,NUERNBERGER KRIPPENLIED,1,Nein,Nein,T8012945608,,,16.10.2002,25.05.2024,,,00:02:20,-,-,,,,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,,25.6,100,25.6,100,GEMA,GEMA,-,-,-,-,-,-,-
4478229-002,NUERNBERGER KRIPPENLIED,1,Nein,Nein,T8012945608,,,16.10.2002,25.05.2024,,,00:02:20,-,-,,,,DP,39657154,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
4478249-001,NOEL NR.10,1,Nein,Nein,T8010741228,,,16.10.2002,25.05.2024,,,00:06:00,-,-,THEMA UND VARIATIONEN(5),,,"VOGT, EMANUEL",266446936,Komponist/-in,,E1,66.67,60,66.67,60,GEMA,GEMA,-,-,-,-,-,-,-
4478249-001,NOEL NR.10,1,Nein,Nein,T8010741228,,,16.10.2002,25.05.2024,,,00:06:00,-,-,THEMA UND VARIATIONEN(5),,,STRUBE VERLAG-GMBH,136758548,Originalverlag,E1,,33.33,40,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Komponist/-in,-,-
4503989-002,"O KOMM, O KOMM DU MORGENSTERN",1,Nein,Nein,T8016091854,,,16.10.2002,25.05.2024,,CHORWERK,00:02:15,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,DP,39657154,Komponist/-in,,,38.4,0,38.4,0,DP,DP,-,-,-,-,-,-,-
4503989-002,"O KOMM, O KOMM DU MORGENSTERN",1,Nein,Nein,T8016091854,,,16.10.2002,25.05.2024,,CHORWERK,00:02:15,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,,25.6,50,25.6,50,GEMA,GEMA,-,-,-,-,-,-,-
4503989-002,"O KOMM, O KOMM DU MORGENSTERN",1,Nein,Nein,T8016091854,,,16.10.2002,25.05.2024,,CHORWERK,00:02:15,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,DP,39657154,Textdichter/-in,,,21.6,0,21.6,0,DP,DP,-,-,-,-,-,-,-
4503989-002,"O KOMM, O KOMM DU MORGENSTERN",1,Nein,Nein,T8016091854,,,16.10.2002,25.05.2024,,CHORWERK,00:02:15,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"SCHULZ, OTMAR",234643282,Spezialtextdichter/-in,,,14.4,50,14.4,50,GEMA,GEMA,-,-,-,-,-,-,-
4531249-001,"GEH AUS, MEIN HERZ",1,Nein,Nein,T8014058040,,,16.10.2002,25.05.2024,,KANTATE,00:07:15,-,-,,"CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,100,64,100,GEMA,GEMA,-,-,-,-,-,-,-
4531249-001,"GEH AUS, MEIN HERZ",1,Nein,Nein,T8014058040,,,16.10.2002,25.05.2024,,KANTATE,00:07:15,-,-,,"CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"GERHARDT, PAUL",11700347,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
4531250-001,TRITT HIN ANS KREUZ,1,Nein,Nein,T8014057901,,,16.10.2002,25.05.2024,,,00:01:05,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Komponist/-in,,E2,42.67,30,42.67,30,GEMA,GEMA,-,-,-,-,-,-,-
4531250-001,TRITT HIN ANS KREUZ,1,Nein,Nein,T8014057901,,,16.10.2002,25.05.2024,,,00:01:05,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"BLOCK, DETLEV",60342512,Textdichter/-in,,E1,24,30,24,30,,,-,-,-,-,-,-,-
4531250-001,TRITT HIN ANS KREUZ,1,Nein,Nein,T8014057901,,,16.10.2002,25.05.2024,,,00:01:05,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,EVANGELISCHER SAENGERBUND,58339163,Originalverlag,E1,,12,20,33.33,40,,,-,-,"BLOCK, DETLEV",60342512,Textdichter/-in,-,-
4531250-001,TRITT HIN ANS KREUZ,1,Nein,Nein,T8014057901,,,16.10.2002,25.05.2024,,,00:01:05,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,EVANGELISCHER SAENGERBUND,58339163,Originalverlag,E2,,21.33,20,33.33,40,,,-,-,"VOGT, EMANUEL",266446936,Komponist/-in,-,-
4534827-001,JAHRES-LOSUNG,1,Nein,Nein,T8013932634,,,16.10.2002,25.05.2024,,MOTETTE,00:01:07,-,-,"EPH.5, 2",,,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,100,64,100,GEMA,GEMA,-,-,-,-,-,-,-
4534827-001,JAHRES-LOSUNG,1,Nein,Nein,T8013932634,,,16.10.2002,25.05.2024,,MOTETTE,00:01:07,-,-,"EPH.5, 2",,,DP,39657154,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
4759304-002,GUTER MOND,1,Nein,Nein,T8019489818,,,16.10.2002,25.05.2024,,LIED,00:01:55,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,DP,39657154,Komponist/-in,,,38.4,0,38.4,0,DP,DP,-,-,-,-,-,-,-
4759304-002,GUTER MOND,1,Nein,Nein,T8019489818,,,16.10.2002,25.05.2024,,LIED,00:01:55,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,,25.6,100,25.6,100,GEMA,GEMA,-,-,-,-,-,-,-
4759304-002,GUTER MOND,1,Nein,Nein,T8019489818,,,16.10.2002,25.05.2024,,LIED,00:01:55,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,DP,39657154,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
4796735-001,O FREUDENREICHES OSTERFEST,1,Nein,Nein,,,,16.10.2002,25.05.2024,DEUTSCH,CHORLIED,00:03:30,-,-,,"FRAUENCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 3)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,50,64,50,GEMA,GEMA,-,-,-,-,-,-,-
4796735-001,O FREUDENREICHES OSTERFEST,1,Nein,Nein,,,,16.10.2002,25.05.2024,DEUTSCH,CHORLIED,00:03:30,-,-,,"FRAUENCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 3)",,"NENZEL, EMANUEL",,Textdichter/-in,,,36,50,36,50,,,-,-,-,-,-,-,-
4796736-001,"HOER, SO SINGEN ENGELCHOER",1,Nein,Nein,T8019419967,,,16.10.2002,25.05.2024,DEUTSCH,LIED,00:04:10,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,50,64,50,GEMA,GEMA,-,-,-,-,-,-,-
4796736-001,"HOER, SO SINGEN ENGELCHOER",1,Nein,Nein,T8019419967,,,16.10.2002,25.05.2024,DEUTSCH,LIED,00:04:10,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"SCHROEDER, RUDOLF ALEXANDER",28064986,Textdichter/-in,,,36,50,36,50,GEMA,GEMA,-,-,-,-,-,-,-
4796737-001,IN DEINE HAENDE BEFEHLE ICH MEINEN GEIST,1,Nein,Nein,T8019419934,,,16.10.2002,25.05.2024,,LIED,00:02:12,-,-,,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,100,64,100,GEMA,GEMA,-,-,-,-,-,-,-
4796737-001,IN DEINE HAENDE BEFEHLE ICH MEINEN GEIST,1,Nein,Nein,T8019419934,,,16.10.2002,25.05.2024,,LIED,00:02:12,-,-,,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"LUTHER, MARTIN",18790860,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
4796738-002,ES IST ADVENT,1,Nein,Nein,T8019463538,,,16.10.2002,23.08.2024,,LIED,00:05:30,-,-,DIE BLUMEN SIND VERBLUEH,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,DP,39657154,Komponist/-in,,,38.4,0,38.4,0,DP,DP,-,-,-,-,-,-,-
4796738-002,ES IST ADVENT,1,Nein,Nein,T8019463538,,,16.10.2002,23.08.2024,,LIED,00:05:30,-,-,DIE BLUMEN SIND VERBLUEH,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,,25.6,100,25.6,100,GEMA,GEMA,-,-,-,-,-,-,-
4796738-002,ES IST ADVENT,1,Nein,Nein,T8019463538,,,16.10.2002,23.08.2024,,LIED,00:05:30,-,-,DIE BLUMEN SIND VERBLUEH,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,DP,39657154,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
4796738-003,ES IST ADVENT,1,Nein,Nein,T8019622835,,,29.03.2004,23.08.2024,,LIED,00:05:30,-,-,DIE BLUMEN SIND VERBLUEH,"FRAUENCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 3)",,DP,39657154,Komponist/-in,,,38.4,0,38.4,0,DP,DP,-,-,-,-,-,-,-
4796738-003,ES IST ADVENT,1,Nein,Nein,T8019622835,,,29.03.2004,23.08.2024,,LIED,00:05:30,-,-,DIE BLUMEN SIND VERBLUEH,"FRAUENCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 3)",,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,,12.8,0,12.8,0,GEMA,,-,-,-,-,-,-,-
4796738-003,ES IST ADVENT,1,Nein,Nein,T8019622835,,,29.03.2004,23.08.2024,,LIED,00:05:30,-,-,DIE BLUMEN SIND VERBLUEH,"FRAUENCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 3)",,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,,12.8,100,12.8,100,GEMA,GEMA,-,-,-,-,-,-,-
4796738-003,ES IST ADVENT,1,Nein,Nein,T8019622835,,,29.03.2004,23.08.2024,,LIED,00:05:30,-,-,DIE BLUMEN SIND VERBLUEH,"FRAUENCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 3)",,DP,39657154,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
4796739-001,"NUN WERDE HELL, DU DUNKLE WELT",1,Nein,Nein,T8019419901,,,16.10.2002,23.08.2024,DEUTSCH,LIED,00:04:10,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 3)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,50,64,50,GEMA,GEMA,-,-,-,-,-,-,-
4796739-001,"NUN WERDE HELL, DU DUNKLE WELT",1,Nein,Nein,T8019419901,,,16.10.2002,23.08.2024,DEUTSCH,LIED,00:04:10,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 3)",,"WIEMER, RUDOLF OTTO",61069887,Textdichter/-in,,,36,50,36,50,GEMA,GEMA,-,-,-,-,-,-,-
4796739-002,"NUN WERDE HELL, DU DUNKLE WELT",1,Nein,Nein,T8030684164,,,21.02.2012,23.08.2024,DEUTSCH,LIED,00:04:10,-,-,,"FRAUENCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 3)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,50,64,50,GEMA,GEMA,-,-,-,-,-,-,-
4796739-002,"NUN WERDE HELL, DU DUNKLE WELT",1,Nein,Nein,T8030684164,,,21.02.2012,23.08.2024,DEUTSCH,LIED,00:04:10,-,-,,"FRAUENCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 3)",,"WIEMER, RUDOLF OTTO",61069887,Textdichter/-in,,,36,50,36,50,GEMA,GEMA,-,-,-,-,-,-,-
4799697-002,"O COME, O COME EMMANUEL",1,Nein,Nein,T8019470328,,,16.10.2002,25.05.2024,ENGLISCH,,00:02:56,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,DP,39657154,Komponist/-in,,,38.4,0,38.4,0,DP,DP,-,-,-,-,-,-,-
4799697-002,"O COME, O COME EMMANUEL",1,Nein,Nein,T8019470328,,,16.10.2002,25.05.2024,ENGLISCH,,00:02:56,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,,25.6,100,25.6,100,GEMA,GEMA,-,-,-,-,-,-,-
4799697-002,"O COME, O COME EMMANUEL",1,Nein,Nein,T8019470328,,,16.10.2002,25.05.2024,ENGLISCH,,00:02:56,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"NEALE, JOHN M",22127335,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
4799703-001,DIE HIMMEL ERZAEHLEN DIE EHRE GOTTES,1,Nein,Nein,T8019386701,,,16.10.2002,25.05.2024,,LIED,00:03:00,-,-,,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,100,64,100,GEMA,GEMA,-,-,-,-,-,-,-
4799703-001,DIE HIMMEL ERZAEHLEN DIE EHRE GOTTES,1,Nein,Nein,T8019386701,,,16.10.2002,25.05.2024,,LIED,00:03:00,-,-,,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,DP,39657154,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
4841173-001,ZEIT ZUM LEBEN,1,Nein,Nein,T8019917251,,,16.10.2002,25.05.2024,DEUTSCH,LIED,00:04:05,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,50,64,50,GEMA,GEMA,-,-,-,-,-,-,-
4841173-001,ZEIT ZUM LEBEN,1,Nein,Nein,T8019917251,,,16.10.2002,25.05.2024,DEUTSCH,LIED,00:04:05,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"MICHLER, ELLI",249617539,Textdichter/-in,,,36,50,36,50,GEMA,GEMA,-,-,-,-,-,-,-
4841173-002,ZEIT ZUM LEBEN,1,Nein,Nein,T8025170928,,,08.01.2008,25.05.2024,DEUTSCH,LIED,00:04:05,-,-,,"FRAUENCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 3)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,50,64,50,GEMA,GEMA,-,-,-,-,-,-,-
4841173-002,ZEIT ZUM LEBEN,1,Nein,Nein,T8025170928,,,08.01.2008,25.05.2024,DEUTSCH,LIED,00:04:05,-,-,,"FRAUENCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 3)",,"MICHLER, ELLI",249617539,Textdichter/-in,,,36,50,36,50,GEMA,GEMA,-,-,-,-,-,-,-
4912161-001,ZU WELCHEM ZIEL REISST UNS DIE ZEIT NOCH HIN,1,Nein,Nein,T8020957523,,,16.10.2002,25.05.2024,DEUTSCH,LIED,00:03:32,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,50,64,50,GEMA,GEMA,-,-,-,-,-,-,-
4912161-001,ZU WELCHEM ZIEL REISST UNS DIE ZEIT NOCH HIN,1,Nein,Nein,T8020957523,,,16.10.2002,25.05.2024,DEUTSCH,LIED,00:03:32,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"LEHNDORFF GRAF VON, HANS",661218362,Textdichter/-in,,,36,50,36,50,,,-,-,-,-,-,-,-
5027474-001,WINDSBACHER PSALMEN,1,Nein,Nein,T8000324131,,,16.10.2002,07.09.2024,,,00:34:32,-,-,PSALM 139 | PSALM 34 | PSALM 25 | PSALM 127 | PSALM 100 | PSALM 130 | JESAJA 53 | PSALM 27 | PSALM 104 | PSALM 23 | PSALM 33,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)","BERINGER, K F","VOGT, EMANUEL",266446936,Komponist/-in,,,64,100,64,100,GEMA,GEMA,-,-,-,-,-,-,-
5027474-001,WINDSBACHER PSALMEN,1,Nein,Nein,T8000324131,,,16.10.2002,07.09.2024,,,00:34:32,-,-,PSALM 139 | PSALM 34 | PSALM 25 | PSALM 127 | PSALM 100 | PSALM 130 | JESAJA 53 | PSALM 27 | PSALM 104 | PSALM 23 | PSALM 33,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)","BERINGER, K F",DP,39657154,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
5159501-001,ADVENTS-INTRADE 'MACHT HOCH DIE TUER',1,Nein,Nein,T8004439628,,,16.10.2002,25.05.2024,,,00:01:05,-,-,,,,"VOGT, EMANUEL",266446936,Komponist/-in,,E1,66.67,60,66.67,60,GEMA,GEMA,-,-,-,-,-,-,-
5159501-001,ADVENTS-INTRADE 'MACHT HOCH DIE TUER',1,Nein,Nein,T8004439628,,,16.10.2002,25.05.2024,,,00:01:05,-,-,,,,BUND CHRISTLICHER POSAUNENCHOERE DEUTSCHLANDS,4562512,Originalverlag,E1,,33.33,40,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Komponist/-in,-,-
5189607-001,NUNC DIMTTIS,1,Nein,Nein,T8004339134,,,16.10.2002,25.05.2024,,MOTETTE,00:04:30,-,-,,,,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,100,64,100,GEMA,GEMA,-,-,-,-,-,-,-
5189607-001,NUNC DIMTTIS,1,Nein,Nein,T8004339134,,,16.10.2002,25.05.2024,,MOTETTE,00:04:30,-,-,,,,DP,39657154,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
5370507-002,"FREUT EUCH, IHR LIEBEN CHRISTEN",1,Nein,Nein,T8007476678,,,16.10.2002,25.05.2024,,LIED,00:02:20,-,-,,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,DP,39657154,Komponist/-in,,,38.4,0,38.4,0,DP,DP,-,-,-,-,-,-,-
5370507-002,"FREUT EUCH, IHR LIEBEN CHRISTEN",1,Nein,Nein,T8007476678,,,16.10.2002,25.05.2024,,LIED,00:02:20,-,-,,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,,25.6,100,25.6,100,GEMA,GEMA,-,-,-,-,-,-,-
5370507-002,"FREUT EUCH, IHR LIEBEN CHRISTEN",1,Nein,Nein,T8007476678,,,16.10.2002,25.05.2024,,LIED,00:02:20,-,-,,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,DP,39657154,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
5370514-002,"O KOMM, IMMANUEL",1,Nein,Nein,T8007476623,,,16.10.2002,25.05.2024,,LIED,00:02:30,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"BONE, HEINRICH",3628413,Komponist/-in,,,38.4,0,38.4,0,DP,DP,-,-,-,-,-,-,-
5370514-002,"O KOMM, IMMANUEL",1,Nein,Nein,T8007476623,,,16.10.2002,25.05.2024,,LIED,00:02:30,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,,25.6,100,25.6,100,GEMA,GEMA,-,-,-,-,-,-,-
5370514-002,"O KOMM, IMMANUEL",1,Nein,Nein,T8007476623,,,16.10.2002,25.05.2024,,LIED,00:02:30,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"BONE, HEINRICH",3628413,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
5992202-002,PSALM 130,1,Nein,Nein,T8018899849,,,17.10.2002,25.05.2024,,,00:03:40,-,-,WINDSBACHER PSALMEN <5027474>,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,50,64,50,GEMA,GEMA,-,-,-,-,-,-,-
5992202-002,PSALM 130,1,Nein,Nein,T8018899849,,,17.10.2002,25.05.2024,,,00:03:40,-,-,WINDSBACHER PSALMEN <5027474>,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,DP,39657154,Textdichter/-in,,,21.6,0,21.6,0,DP,DP,-,-,-,-,-,-,-
5992202-002,PSALM 130,1,Nein,Nein,T8018899849,,,17.10.2002,25.05.2024,,,00:03:40,-,-,WINDSBACHER PSALMEN <5027474>,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"LAMPARTER, HELMUT",208909654,Spezialtextdichter/-in,,,14.4,50,14.4,50,,,-,-,-,-,-,-,-
5992212-002,UNBEKANNT,1,Nein,Nein,T8018899805,,,23.07.2003,25.05.2024,,,00:02:48,-,-,WINDSBACHER PSALMEN <5027474>,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,50,64,50,GEMA,GEMA,-,-,-,-,-,-,-
5992212-002,UNBEKANNT,1,Nein,Nein,T8018899805,,,23.07.2003,25.05.2024,,,00:02:48,-,-,WINDSBACHER PSALMEN <5027474>,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,DP,39657154,Textdichter/-in,,,21.6,0,21.6,0,DP,DP,-,-,-,-,-,-,-
5992212-002,UNBEKANNT,1,Nein,Nein,T8018899805,,,23.07.2003,25.05.2024,,,00:02:48,-,-,WINDSBACHER PSALMEN <5027474>,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Spezialtextdichter/-in,,,14.4,50,14.4,50,GEMA,GEMA,-,-,-,-,-,-,-
5992216-001,PSALM 27,1,Nein,Nein,T8018495563,,,17.10.2002,25.05.2024,,,00:03:22,-,-,WINDSBACHER PSALMEN <5027474>,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,100,64,100,GEMA,GEMA,-,-,-,-,-,-,-
5992216-001,PSALM 27,1,Nein,Nein,T8018495563,,,17.10.2002,25.05.2024,,,00:03:22,-,-,WINDSBACHER PSALMEN <5027474>,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,DP,39657154,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
5992218-001,PSALM 33,1,Nein,Nein,T8018495449,,,17.10.2002,25.05.2024,,,00:03:32,-,-,WINDSBACHER PSALMEN <5027474>,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,100,64,100,GEMA,GEMA,-,-,-,-,-,-,-
5992218-001,PSALM 33,1,Nein,Nein,T8018495449,,,17.10.2002,25.05.2024,,,00:03:32,-,-,WINDSBACHER PSALMEN <5027474>,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,DP,39657154,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
5992236-001,PSALM 25,1,Nein,Nein,T8018495018,,,17.10.2002,25.05.2024,,,00:03:38,-,-,WINDSBACHER PSALMEN <5027474>,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,100,64,100,GEMA,GEMA,-,-,-,-,-,-,-
